episode,reward,length,time
385,6.958075,8,33.978879
386,6.002822,7,34.045164
387,7.778127,9,34.130309
388,6.141711,7,34.195363
389,11.000266,15,34.335532
390,6.866286,8,34.408412
391,3.347193,4,34.447066
392,6.902465,8,34.519644
393,7.208304,8,34.597758
394,10.387601,12,34.708015
395,4.082872,5,34.755582
396,4.660278,6,34.812494
397,11.364433,14,34.943452
398,6.111283,7,35.009297
399,5.006741,6,35.065124
400,7.072724,8,35.141845
401,7.744936,9,35.228367
402,6.40316,8,35.304181
403,9.308564,12,35.417129
404,4.007328,5,35.484684
405,6.098195,7,35.55114
406,14.356234,16,35.709853
407,4.191943,5,35.757852
408,3.987813,5,35.8059
409,3.130339,4,35.84493
410,5.974693,7,35.908995
411,12.928174,15,36.053559
412,6.766374,8,36.127183
413,11.211038,15,36.271286
414,5.280722,6,36.326108
415,4.793949,6,36.384847
416,8.134956,10,36.480363
417,6.736082,8,36.555996
418,7.582849,9,36.647046
419,5.040258,6,36.705244
420,10.528764,12,36.817379
421,6.899188,8,36.895727
422,13.467346,15,37.05939
423,7.853522,10,37.153751
424,4.10528,5,37.199853
425,6.793546,8,37.280769
426,7.4738,9,37.366502
427,6.675338,8,37.441725
428,5.822353,7,37.50463
429,5.06232,6,37.562078
430,4.125737,5,37.608402
431,6.144444,7,37.675808
432,11.888592,16,37.821379
433,14.16179,16,37.9777
434,8.605541,10,38.071805
435,4.220343,5,38.120149
436,13.298779,15,38.259344
437,10.341545,13,38.37928
438,4.04037,5,38.42684
439,6.594632,8,38.521666
440,11.028292,13,38.649074
441,6.139326,7,38.71748
442,4.354346,5,38.763638
443,11.022412,14,38.895998
444,14.217011,16,39.050008
445,6.556002,8,39.122232
446,6.113982,7,39.18778
447,12.217345,14,39.312718
448,7.183835,8,39.389214
449,7.833757,9,39.474919
450,9.753475,13,39.599208
451,11.457881,13,39.72232
452,13.622611,15,39.864804
453,6.378596,8,39.941429
454,3.196887,4,39.978874
455,10.454924,12,40.115553
456,6.980043,9,40.197695
457,4.220343,5,40.244825
458,6.759678,8,40.318592
459,5.681,7,40.384379
460,6.953755,8,40.462259
461,3.197389,4,40.50047
462,10.85667,14,40.626893
463,6.12685,7,40.692485
464,4.93283,6,40.748391
465,8.449121,10,40.843704
466,5.630581,7,40.910262
