episode,reward,length,time
560,10.291667,11,86.753894
561,9.625,11,86.948294
562,9.583333,11,87.138184
563,10.541667,11,87.33006
564,10.291667,11,87.518708
565,9.083333,11,87.714449
566,9.916667,11,87.900353
567,10.333333,11,88.088476
568,10.0,11,88.276225
569,9.875,11,88.462723
570,10.25,11,88.647672
571,10.0,11,88.834369
572,10.25,11,89.020705
573,10.25,11,89.209283
574,10.041667,11,89.401284
575,5.0,6,89.510673
576,3.916667,5,89.601877
577,10.166667,11,89.79061
578,10.083333,11,89.976905
579,4.833333,6,90.083014
580,10.625,11,90.268991
581,9.625,11,90.455706
582,10.125,11,90.648626
583,7.666667,9,90.803456
584,9.958333,11,90.989159
585,5.708333,7,91.113505
586,1.166667,2,91.152737
587,10.541667,11,91.337851
588,10.5,11,91.5249
589,4.791667,6,91.654302
590,10.75,11,91.846455
591,9.75,11,92.042945
592,9.958333,11,92.226868
593,9.916667,11,92.413452
594,9.958333,11,92.602166
595,10.416667,11,92.788771
596,6.666667,8,92.927325
597,10.333333,11,93.112868
598,10.291667,11,93.299128
599,10.125,11,93.488159
600,9.5,11,93.675592
601,10.333333,11,93.86526
602,10.541667,11,94.048783
603,10.541667,11,94.239392
604,10.333333,11,94.426817
605,10.541667,11,94.617237
606,10.333333,11,94.804635
607,7.541667,10,94.977848
608,10.416667,11,95.16915
609,10.708333,11,95.358671
610,10.25,11,95.548585
611,9.125,11,95.742107
612,10.416667,11,95.931148
613,10.791667,11,96.113609
614,3.708333,5,96.202442
615,10.583333,11,96.388724
616,6.583333,8,96.527245
617,9.708333,11,96.717574
618,10.0,11,96.90781
619,7.708333,9,97.06177
620,10.0,11,97.250958
621,5.666667,7,97.372461
622,9.125,11,97.559713
623,9.916667,11,97.749231
624,9.333333,11,97.939986
625,7.333333,9,98.099049
626,10.083333,11,98.285571
627,9.75,11,98.472395
628,9.416667,11,98.656839
629,9.875,11,98.860315
630,9.5,11,99.052931
631,4.708333,6,99.159909
632,10.875,11,99.351729
633,9.916667,11,99.541594
634,1.875,3,99.595463
635,9.708333,11,99.790645
636,4.833333,6,99.898545
637,10.583333,11,100.085868
638,10.541667,11,100.276321
639,9.833333,11,100.473559
640,10.291667,11,100.6727
641,5.75,7,100.801079
642,10.666667,11,100.985952
643,9.458333,11,101.178929
644,10.375,11,101.366034
645,6.541667,8,101.506522
646,10.291667,11,101.696058
647,10.25,11,101.890542
648,10.541667,11,102.077728
649,10.541667,11,102.272056
650,9.625,11,102.461185
651,9.791667,11,102.656931
652,9.875,11,102.844521
653,3.708333,5,102.937249
654,9.25,11,103.130641
655,10.041667,11,103.319252
656,10.0,11,103.509738
657,10.25,11,103.699582
658,5.708333,7,103.824581
659,10.25,11,104.009948
660,10.583333,11,104.194526
661,10.166667,11,104.384726
662,8.333333,10,104.563538
663,10.375,11,104.752498
664,4.791667,6,104.86076
665,10.583333,11,105.05766
666,10.416667,11,105.246774
667,10.541667,11,105.432546
668,10.25,11,105.620992
669,10.208333,11,105.815667
670,4.708333,6,105.921318
671,10.625,11,106.134888
672,10.208333,11,106.324088
673,7.458333,10,106.499973
674,10.458333,11,106.694224
675,9.666667,11,106.882905
676,10.25,11,107.073845
677,8.625,10,107.253604
678,10.208333,11,107.442383
679,10.666667,11,107.631875
680,10.333333,11,107.826219
681,5.708333,7,107.951323
682,10.875,11,108.14313
683,9.291667,11,108.331559
684,10.041667,11,108.528234
685,1.75,3,108.586008
686,10.25,11,108.781899
687,4.75,6,108.890852
688,10.583333,11,109.105439
689,10.583333,11,109.307982
690,10.666667,11,109.4954
691,10.416667,11,109.685535
692,10.125,11,109.878739
693,10.708333,11,110.063877
694,9.791667,11,110.254242
695,10.5,11,110.449822
696,10.625,11,110.636994
697,10.125,11,110.826029
698,10.583333,11,111.015684
699,3.791667,5,111.109876
700,10.083333,11,111.301102
701,9.416667,11,111.4976
702,9.666667,11,111.689212
703,5.666667,7,111.815239
704,9.541667,11,112.004856
705,4.75,6,112.114108
706,9.541667,11,112.299771
707,10.25,11,112.485965
708,10.708333,11,112.675001
709,9.958333,11,112.861911
710,10.625,11,113.043536
711,10.416667,11,113.226544
712,10.375,11,113.411899
713,4.791667,6,113.522321
714,10.833333,11,113.705562
715,10.041667,11,113.89153
716,6.625,8,114.032475
717,10.458333,11,114.239941
718,4.5,6,114.345802
719,10.416667,11,114.534899
720,7.583333,9,114.691242
721,7.416667,9,114.848624
722,3.583333,5,114.938821
723,7.5,9,115.091897
724,4.75,6,115.200701
725,10.583333,11,115.387749
726,1.875,3,115.441512
727,10.75,11,115.629895
728,10.375,11,115.820955
729,10.208333,11,116.004125
730,9.541667,11,116.193351
731,2.875,4,116.264981
732,3.916667,5,116.352655
733,10.625,11,116.536902
734,10.541667,11,116.730601
735,10.541667,11,116.920102
736,10.125,11,117.112319
737,3.833333,5,117.203105
738,10.416667,11,117.390155
739,9.958333,11,117.57836
740,9.791667,11,117.767332
741,9.958333,11,117.956391
742,10.541667,11,118.142829
743,10.125,11,118.334394
744,9.958333,11,118.51978
745,6.666667,8,118.666798
746,9.75,11,118.848606
747,10.083333,11,119.034153
748,10.333333,11,119.226781
749,10.166667,11,119.414712
