episode,total_reward,episode_length,crashes,avg_speed,collision_reward_sum,right_lane_reward_sum,high_speed_reward_sum,on_road_reward_sum
1,10.166666666666666,11,0,1.454524262674774,0,0,7.0,11
2,10.625,11,0,1.4545454390993513,0,0,10.5,11
3,9.916666666666668,11,0,1.45031344167638,0,0,5.0,11
4,10.666666666666666,11,0,1.4540312071772323,0,0,10.0,11
5,9.291666666666666,11,0,0.6029903902634559,0,0,1.0,11
6,10.000000000000002,11,0,1.4362278440874032,0,0,5.5,11
7,9.791666666666668,11,0,0.727871742864462,0,0,4.5,11
8,10.208333333333334,11,0,1.436230848855538,0,0,6.5,11
9,9.875000000000002,11,0,1.433304496509496,0,0,6.0,11
10,9.791666666666668,11,0,1.3472549646940826,0,0,4.5,11
11,9.708333333333334,11,0,1.433201089838433,0,0,4.0,11
12,9.750000000000002,11,0,1.329643485687807,0,0,4.5,11
13,9.708333333333334,11,0,1.4502958584405228,0,0,4.0,11
14,9.541666666666668,11,0,1.347251884984885,0,0,3.0,11
15,10.041666666666666,11,0,1.333166888623039,0,0,5.5,11
16,8.166666666666666,10,1,0.41426086334468487,1,0,5.0,10
17,10.666666666666668,11,0,1.4545454390993513,0,0,10.5,11
18,9.625000000000002,11,0,0.018314017269331462,0,0,3.0,11
19,9.875,11,0,1.4538192613757546,0,0,5.0,11
20,9.916666666666668,11,0,1.4502989381497204,0,0,5.5,11
21,10.000000000000002,11,0,1.3308625562202734,0,0,5.5,11
22,5.625,7,1,0.7819346037556956,1,0,4.0,7
23,10.083333333333334,11,0,1.3507783804358606,0,0,6.0,11
24,10.208333333333334,11,0,1.453927725565106,0,0,7.5,11
25,9.958333333333334,11,0,0.8338219941416717,0,0,5.0,11
26,9.666666666666666,11,0,0.8267048825151602,0,0,3.0,11
27,4.791666666666667,6,1,0.9489474123256905,1,0,4.0,6
28,10.083333333333332,11,0,1.351480289219136,0,0,6.0,11
29,9.541666666666668,11,0,0.000705016745122675,0,0,2.5,11
30,9.875000000000002,11,0,0.8509167627437614,0,0,5.0,11
31,10.208333333333334,11,0,1.4545418331040856,0,0,7.5,11
32,10.000000000000002,11,0,0.02486416164698763,0,0,5.0,11
33,4.874999999999999,6,1,1.4834839453533697,1,0,5.0,6
34,10.166666666666668,11,0,0.8514635821013736,0,0,6.5,11
35,10.375,11,0,1.4545247761542959,0,0,8.0,11
36,9.75,11,0,1.433303970223428,0,0,4.5,11
37,9.166666666666668,11,0,5.161190793236164e-07,0,0,1.0,11
38,10.166666666666666,11,0,1.3338742934630619,0,0,6.5,11
39,9.916666666666666,11,0,1.4502988632086575,0,0,5.0,11
40,10.125,11,0,1.454421795215146,0,0,6.0,11
41,10.125,11,0,1.4538343533229994,0,0,6.0,11
42,10.624999999999998,11,0,0.8515549893409354,0,0,9.5,11
43,10.166666666666666,11,0,0.7308839935867725,0,0,6.5,11
44,10.291666666666668,11,0,1.454012671923394,0,0,7.5,11
45,10.000000000000002,11,0,1.4333070627391717,0,0,6.5,11
46,10.041666666666668,11,0,1.4298012302332515,0,0,6.0,11
47,10.708333333333332,11,0,0.8515550642819986,0,0,10.0,11
48,10.625,11,0,1.4545454390993513,0,0,10.5,11
49,9.958333333333334,11,0,1.3333570567728084,0,0,5.0,11
50,9.708333333333334,11,0,0.14479455109195746,0,0,3.5,11
51,10.666666666666668,11,0,1.4545454390993513,0,0,10.5,11
52,9.916666666666666,11,0,0.8508289614994652,0,0,5.0,11
53,10.166666666666666,11,0,1.4304003463791413,0,0,6.5,11
54,9.583333333333334,11,0,1.326636367424848,0,0,3.5,11
55,9.625,11,0,1.4301919060187742,0,0,3.0,11
56,10.0,11,0,1.4332191865538124,0,0,6.0,11
57,10.708333333333334,11,0,1.4545454390993513,0,0,10.5,11
58,10.041666666666668,11,0,1.4298012430397973,0,0,6.5,11
59,10.250000000000002,11,0,1.454453969725272,0,0,7.5,11
60,9.708333333333334,11,0,0.7273575237488885,0,0,4.5,11
61,9.916666666666666,11,0,1.3507758013996385,0,0,5.0,11
62,9.666666666666666,11,0,0.6071309183123478,0,0,3.5,11
63,9.333333333333334,11,0,0.6030084869788355,0,0,3.0,11
64,10.333333333333334,11,0,1.4545272674429086,0,0,8.0,11
65,9.875,11,0,0.7453778630036755,0,0,4.5,11
66,1.0416666666666667,2,1,6.748936081236877,1,0,1.5,2
67,9.916666666666666,11,0,1.3507778669563384,0,0,5.0,11
68,10.624999999999998,11,0,0.8515550642819986,0,0,10.0,11
69,9.0,11,1,0.7184046096846709,1,0,4.5,11
70,9.958333333333334,11,0,1.4339060911374526,0,0,6.0,11
71,10.416666666666668,11,0,1.4545272674429086,0,0,8.0,11
72,9.375,11,0,1.3090247257299004,0,0,2.0,11
73,10.541666666666666,11,0,1.4545449128132832,0,0,9.0,11
74,9.75,11,0,0.14189083950006146,0,0,4.5,11
75,9.958333333333334,11,0,1.3331813921496987,0,0,5.0,11
76,9.5,11,0,0.0006177289803484153,0,0,3.5,11
77,10.541666666666668,11,0,1.45454483787222,0,0,8.5,11
78,10.708333333333334,11,0,1.4545454390993513,0,0,10.5,11
79,9.916666666666668,11,0,1.3303479735073045,0,0,5.5,11
80,8.958333333333334,11,0,1.351377408834141,0,0,5.5,10
81,9.291666666666668,11,0,0.0005142473682222945,0,0,1.0,11
82,10.0,11,0,1.4362278440874032,0,0,5.5,11
83,9.958333333333334,11,0,1.4338032728869743,0,0,5.5,11
84,10.666666666666666,11,0,1.4545454390993513,0,0,10.5,11
85,9.958333333333334,11,0,1.436313154043087,0,0,5.5,11
86,9.541666666666668,11,0,0.02115006427591849,0,0,3.0,11
87,10.250000000000002,11,0,1.454524262674774,0,0,7.0,11
88,10.125000000000002,11,0,1.453837358091134,0,0,7.0,11
89,10.166666666666666,11,0,1.4304032633996666,0,0,6.5,11
90,10.041666666666668,11,0,1.4333045714505592,0,0,6.5,11
91,9.916666666666668,11,0,1.4502964468611077,0,0,5.5,11
92,9.875,11,0,1.4508251073688234,0,0,5.0,11
93,10.333333333333334,11,0,1.4544394661986126,0,0,8.0,11
94,9.958333333333334,11,0,0.8508439035645838,0,0,5.0,11
95,10.208333333333336,11,0,1.454010105693718,0,0,7.0,11
96,10.583333333333332,11,0,0.8514671880966392,0,0,9.5,11
97,9.541666666666666,11,0,0.0007225999809801753,0,0,3.5,11
98,10.000000000000002,11,0,1.4538368446116121,0,0,6.0,11
99,9.5,11,0,0.8266877378177617,0,0,2.5,11
100,4.583333333333334,6,1,1.9041462745600108,1,0,3.0,6
