episode,total_reward,episode_length,crashes,avg_speed,collision_reward_sum,right_lane_reward_sum,high_speed_reward_sum,on_road_reward_sum
79,10.0,10,0,0.9000000021238392,0.0,0,10.0,10.0
80,0.0,6,1,0.8637509846425176,1.0,0,5.0,6.0
81,3.0,9,1,0.5016118477496653,1.0,0,8.0,9.0
82,-1.0,5,1,0.9674394506683941,1.0,0,4.0,5.0
83,10.0,10,0,0.9000000021238392,0.0,0,10.0,10.0
84,10.0,10,0,0.9000000021238392,0.0,0,10.0,10.0
85,10.0,10,0,0.9000000021238392,0.0,0,10.0,10.0
86,-1.0,5,1,1.0365368856868415,1.0,0,4.0,5.0
87,-4.0,2,1,2.13174300554421,1.0,0,1.0,2.0
88,0.0,5,1,1.8000291467953815,1.0,0,5.0,5.0
89,-1.0,5,1,1.1898916619625646,1.0,0,4.0,5.0
90,-1.0,5,1,0.6852104154713338,1.0,0,4.0,5.0
91,-0.5799196641452298,5,1,1.5680321343419081,1.0,0,4.42008033585477,5.0
92,9.0,9,0,1.0000000138091505,0.0,0,9.0,9.0
93,10.0,10,1,0.7317333357919427,1.0,0,9.158666678959714,10.0
94,0.0,6,1,0.7524244989429324,1.0,0,5.0,6.0
95,8.0,8,0,1.1250000909090918,0.0,0,8.0,8.0
96,0.0,5,1,1.8000291467953815,1.0,0,5.0,5.0
97,9.0,9,0,1.0000000138091505,0.0,0,9.0,9.0
98,-0.5799196641452298,5,1,1.5680321343419081,1.0,0,4.42008033585477,5.0
99,10.0,10,0,0.9000000021238392,0.0,0,10.0,10.0
100,9.0,9,0,1.0000000138091505,0.0,0,9.0,9.0
