episode,total_reward,episode_length,crashes,avg_speed,collision_reward_sum,right_lane_reward_sum,high_speed_reward_sum,on_road_reward_sum
1,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
2,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
3,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
4,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
5,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
6,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
7,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
8,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
9,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
10,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
11,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
12,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
13,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
14,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
15,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
16,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
17,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
18,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
19,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
20,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
21,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
22,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
23,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
24,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
25,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
26,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
27,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
28,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
29,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
30,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
31,10.078814851317917,12,1,0.8360197116442615,1,12.0,-0.2906663381387711,0
32,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
33,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
34,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
35,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
36,15.18956777893898,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
37,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
38,12.689171962038351,17,0,1.1764705882354762,0,17.0,0.7061100104508008,0
