episode,total_reward,episode_length,crashes,avg_speed,collision_reward_sum,right_lane_reward_sum,high_speed_reward_sum,on_road_reward_sum
1,11.809661984148159,16,0,1.8137645583763933,0,6.0,3.5201939800208084,0
2,11.89123257407741,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
3,12.521940113470656,15,0,1.3333333347498704,0,14.0,3.70611001001292,0
4,11.17409231873098,15,0,1.9335386830895047,0,3.0,5.0205475140845,0
5,13.856234445320903,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
6,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
7,13.272901112223659,15,0,1.3333333347498704,0,7.0,3.70611001001292,0
8,12.438606780137324,15,0,1.3333333347498704,0,13.0,3.70611001001292,0
9,13.11340226294014,14,0,2.0713961150574884,0,14.0,6.020620366461264,0
10,12.494162335692879,15,0,1.3333333347498704,0,14.0,3.70611001001292,0
11,11.807899240744074,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
12,11.805821484709158,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
13,13.900396587744645,15,0,1.665003203951644,0,14.0,6.103569289701801,0
14,13.856234445320903,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
15,11.809661984148159,16,0,1.8137645583763933,0,6.0,3.5201939800208084,0
16,12.891832132161843,15,0,1.3333333347498704,0,9.0,3.70611001001292,0
17,13.411790001112548,15,0,1.3333333347498704,0,10.0,3.70611001001292,0
18,11.229655970653042,15,0,1.9333029924554768,0,5.0,4.020620381383066,0
19,13.872896055134248,15,0,1.6569324120447146,0,14.0,5.606064496208226,0
20,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
21,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
22,11.257433748430818,15,0,1.9333029924554768,0,5.0,4.020620381383066,0
23,13.826557045223876,15,0,1.3886326154936905,0,13.0,5.68901340701487,0
24,13.11340226294014,14,0,2.0713961150574884,0,14.0,6.020620366461264,0
25,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
26,12.891832132161843,15,0,1.3333333347498704,0,9.0,3.70611001001292,0
27,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
28,11.865217539703714,16,0,1.8137645583763933,0,7.0,3.5201939800208084,0
29,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
30,13.902296210063895,15,0,1.609703930080548,0,15.0,5.120665890575046,0
31,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
32,13.900396587744645,15,0,1.665003203951644,0,14.0,6.103569289701801,0
33,11.17409231873098,15,0,1.9335386830895047,0,3.0,5.0205475140845,0
34,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
35,13.356234445556995,15,0,1.3333333347498704,0,9.0,3.70611001001292,0
36,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
37,11.807899240744074,15,0,1.3333333416225945,0,14.0,4.706110007888117,0
38,11.865217539703714,16,0,1.8137645583763933,0,7.0,3.5201939800208084,0
39,14.078456667826453,16,0,1.2500000000387814,0,9.0,2.7061100104380746,0
40,13.272901112223659,15,0,1.3333333347498704,0,7.0,3.70611001001292,0
41,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
42,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
43,12.521940113470656,15,0,1.3333333347498704,0,14.0,3.70611001001292,0
44,4.870194698540033,6,1,1.4652767616568074,1,5.0,1.581752286860289,0
45,12.577495669026213,15,0,1.3333333347498704,0,15.0,3.70611001001292,0
46,6.2765899147852116,8,1,1.1704587632635908,1,7.0,0.6424594359412521,0
47,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
48,11.338867459444902,15,0,1.9886022663265726,0,5.0,5.003523780509819,0
49,12.891832132161843,15,0,1.3333333347498704,0,9.0,3.70611001001292,0
50,14.022901112265009,16,0,1.2500000001994789,0,7.0,3.2061100103850793,0
51,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
52,12.521940113470656,15,0,1.3333333347498704,0,14.0,3.70611001001292,0
53,13.537663099717754,15,0,1.7122316790430872,0,8.0,5.588967897459784,0
54,11.80582148470916,15,0,1.3333333416225945,0,14.0,4.706110007888117,0
55,13.856234445320903,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
56,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
57,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
58,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
59,11.835677018521853,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
60,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
61,13.411790001112548,15,0,1.3333333347498704,0,10.0,3.70611001001292,0
62,13.872896055134248,15,0,1.6569324120447146,0,14.0,5.606064496208226,0
63,13.900396587744645,15,0,1.665003203951644,0,14.0,6.103569289701801,0
64,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
65,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
66,12.521940113470656,15,0,1.3333333347498704,0,14.0,3.70611001001292,0
67,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
68,13.717345556668104,15,0,1.3333333347498704,0,15.0,3.70611001001292,0
69,13.826557045223876,15,0,1.3886326154936905,0,13.0,5.68901340701487,0
70,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
71,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
72,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
73,13.856234445320903,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
74,11.809661984148159,16,0,1.8137645583763933,0,6.0,3.5201939800208084,0
75,11.805821484709158,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
76,13.826557045223876,15,0,1.3886326154936905,0,13.0,5.68901340701487,0
77,4.884507652428381,6,1,1.6799710699820372,1,5.0,1.7105688718554268,0
78,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
79,12.521940113470656,15,0,1.3333333347498704,0,14.0,3.70611001001292,0
80,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
81,11.17409231873098,15,0,1.9335386830895047,0,3.0,5.0205475140845,0
82,11.229655970653042,15,0,1.9333029924554768,0,5.0,4.020620381383066,0
83,13.689567778654235,15,0,1.3333333416225945,0,13.0,4.706110007888117,0
84,13.826557045223876,15,0,1.3886326154936905,0,13.0,5.68901340701487,0
85,13.763407321411096,15,0,1.6097039232078239,0,15.0,4.12066589269985,0
86,12.521940113470656,15,0,1.3333333347498704,0,14.0,3.70611001001292,0
87,12.577495669026213,15,0,1.3333333347498704,0,15.0,3.70611001001292,0
88,11.257433748430818,15,0,1.9333029924554768,0,5.0,4.020620381383066,0
89,12.60527344680399,15,0,1.3333333347498704,0,15.0,3.70611001001292,0
90,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
91,11.340945215479818,15,0,1.9886022663265726,0,5.0,5.003523780509819,0
92,12.577495669026213,15,0,1.3333333347498704,0,15.0,3.70611001001292,0
93,12.891832132161843,15,0,1.3333333347498704,0,9.0,3.70611001001292,0
94,13.828456667827634,16,0,1.2500000000066274,0,6.0,1.7061100104486788,0
95,13.11340226294014,14,0,2.0713961150574884,0,14.0,6.020620366461264,0
96,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
97,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
98,13.826557045223876,15,0,1.3886326154936905,0,13.0,5.68901340701487,0
99,13.856234445320903,15,0,1.3333333416225945,0,15.0,4.706110007888117,0
100,13.328456667779216,15,0,1.3333333347498704,0,8.0,3.70611001001292,0
